homonym,judged_meaning,precontext,sentence,ending,choices,average,stdev,nonsensical,sample_id,example_sentence
snapped,record on photographic film,The group wandered through the bustling market. Lively stalls displayed various inspiring sights and sounds. They each carried a small camera.,They snapped at many things.,,"[5, 4, 4, 5, 5]",4.6,0.5477225575051661,"[False, False, False, False, False]",492,I took a quick snap of the sunset.
snapped,"utter in an angry, sharp, or abrupt tone","Lila picked up her camera, eager to capture the moment. Her little brother, annoyed at the attention, refused to stay still. Tensions rose between their playful banter and his reluctance.",He didn't enjoy being snapped at.,The atmosphere was filled with discomfort.,"[1, 5, 5, 4, 5]",4.0,1.7320508075688772,"[True, False, False, False, False]",619,"""She snapped at him unexpectedly."""
snapped,record on photographic film,"Lila picked up her camera, eager to capture the moment. Her little brother, annoyed at the attention, refused to stay still. Tensions rose between their playful banter and his reluctance.",He didn't enjoy being snapped at.,The atmosphere was filled with discomfort.,"[1, 5, 1, 5, 5]",3.4,2.1908902300206643,"[True, False, True, False, False]",620,I took a quick snap of the sunset.
snapped,"utter in an angry, sharp, or abrupt tone","Lila picked up her camera, eager to capture the moment. Her little brother, annoyed at the attention, refused to stay still. Tensions rose between their playful banter and his reluctance.",He didn't enjoy being snapped at.,He hated the sound the shutter made when she clicked away.,"[2, 4, 5, 1, 3]",3.0,1.5811388300841898,"[False, False, False, False, False]",621,"""She snapped at him unexpectedly."""
snapped,record on photographic film,"Lila picked up her camera, eager to capture the moment. Her little brother, annoyed at the attention, refused to stay still. Tensions rose between their playful banter and his reluctance.",He didn't enjoy being snapped at.,He hated the sound the shutter made when she clicked away.,"[5, 3, 2, 4, 5]",3.8,1.3038404810405297,"[False, False, False, False, False]",622,I took a quick snap of the sunset.
snapped,"utter in an angry, sharp, or abrupt tone","Lila picked up her camera, eager to capture the moment. Her little brother, annoyed at the attention, refused to stay still. Tensions rose between their playful banter and his reluctance.",He didn't enjoy being snapped at.,,"[5, 2, 3, 5, 3]",3.6,1.3416407864998738,"[False, False, False, False, False]",623,"""She snapped at him unexpectedly."""
snapped,record on photographic film,"Lila picked up her camera, eager to capture the moment. Her little brother, annoyed at the attention, refused to stay still. Tensions rose between their playful banter and his reluctance.",He didn't enjoy being snapped at.,,"[3, 1, 4, 4, 1]",2.6,1.51657508881031,"[False, False, False, False, False]",624,I took a quick snap of the sunset.
snapped,"utter in an angry, sharp, or abrupt tone",The park was bustling with activity. Emily was there to document the annual fair with her camera. She grew frustrated as the crowd kept blocking her view.,She snapped at him while taking a photo of the event.,"Although Emily had become angry with people obscuring her view, she did manage to get the perfect shot.","[5, 5, 5, 5, 4]",4.8,0.4472135954999579,"[False, False, False, False, False]",697,"""She snapped at him unexpectedly."""
snapped,record on photographic film,The park was bustling with activity. Emily was there to document the annual fair with her camera. She grew frustrated as the crowd kept blocking her view.,She snapped at him while taking a photo of the event.,"Although Emily had become angry with people obscuring her view, she did manage to get the perfect shot.","[2, 3, 1, 1, 2]",1.8,0.8366600265340756,"[False, False, False, False, False]",698,I took a quick snap of the sunset.
snapped,"utter in an angry, sharp, or abrupt tone",The park was bustling with activity. Emily was there to document the annual fair with her camera. She grew frustrated as the crowd kept blocking her view.,She snapped at him while taking a photo of the event.,She then took a few more shots of the crowd as they moved out of her way.,"[4, 4, 4, 4, 5]",4.2,0.4472135954999579,"[False, False, False, False, False]",699,"""She snapped at him unexpectedly."""
snapped,record on photographic film,The park was bustling with activity. Emily was there to document the annual fair with her camera. She grew frustrated as the crowd kept blocking her view.,She snapped at him while taking a photo of the event.,She then took a few more shots of the crowd as they moved out of her way.,"[5, 1, 3, 1, 1]",2.2,1.7888543819998317,"[False, False, False, False, False]",700,I took a quick snap of the sunset.
snapped,"utter in an angry, sharp, or abrupt tone",The park was bustling with activity. Emily was there to document the annual fair with her camera. She grew frustrated as the crowd kept blocking her view.,She snapped at him while taking a photo of the event.,,"[5, 5, 5, 4, 4]",4.6,0.5477225575051661,"[False, False, False, False, False]",701,"""She snapped at him unexpectedly."""
snapped,record on photographic film,The park was bustling with activity. Emily was there to document the annual fair with her camera. She grew frustrated as the crowd kept blocking her view.,She snapped at him while taking a photo of the event.,,"[1, 2, 1, 2, 2]",1.6,0.5477225575051661,"[False, False, False, False, False]",702,I took a quick snap of the sunset.
snapped,"utter in an angry, sharp, or abrupt tone",Lily and Mark arrived at the studio early. The air was tense as they set up the equipment. They had been arguing since breakfast.,"During the photo shoot, they both snapped.","They decided that starting so early wasn't good for them and didn't want to argue, so they changed the opening time of the studio.","[4, 3, 4, 5, 3]",3.8,0.8366600265340756,"[False, False, False, False, False]",2137,"""She snapped at him unexpectedly."""
